	Column1	query	text_id	hit_id	left	hit	right	LABEL	AGENCY	DOMAIN	REAL_AGENCY	BENEFICIARY	letter_id	period	year_of_writing	authenticity	relation	author_name	author_gender	author_relation_to_recipient	author_year_of_birth	author_age	recip_name	recip_gender	recip_relation_to_addressee	recip_year_of_birth	recip_age	CORRESPONDENCE	DECADE	Kolom1	query_standardised
6546	29157	god	DUPPA_043	DUPPA_043.45_45	Since my last to your Lordship which acquainted you with our condition heere , God hath pleased to take my sister to Him after her 15th daye being ill when we hoped a recovery . There have not any since falen sick amongst us .	God	grant we make a right use of this His visitation , many in these parts as elswhere being suddenly taken . The last of those late examples your Lordship writes off in regard to her many small children , her husband 's absence , and the cause of it , calls for commiseration more then ordinary . The sorrows incident to this life being so great and suddaine might in common reason bind us all to be helpfull to	BODY	PRAYER	EPIDEMICS	GOD	WRITER	DUPPA_043	E3	1654.0	AUTOGRAPH	FRIEND	JUSTINIAN_ISHAM	MALE	FRIEND	1611	43	BRIAN_DUPPA	MALE	FRIEND	1589	65	DUPPA	1650	43.0	GOD
6632	29253	god	DUPPA_073	DUPPA_073.270_270	Richmond , which I look upon as my cheif Palace , the rest which I should enjoy as Bishop of Winchester being for the most part so demolish'd , that of 4 houses I have not the 4th part of one left to shelter me . As for my self , I am under the danger of a sore legg , which being cured ( as I thought ) twenty yeares past , breakes forth again . And I pray	God	, our publick sores do not do so too . My hope is that you , and yours enioy health and happyness , which is the daily prayer of Your most true , and affectionat freind to serve you , Br: Winton Richm: Oct: 9 . 	BODY	PRAYER	EPIDEMICS	GOD	WRITER AND OH	DUPPA_073	E3	1660.0	AUTOGRAPH	FRIEND	BRIAN_DUPPA	MALE	FRIEND	1589	71	JUSTINIAN_ISHAM	MALE	FRIEND	1611	49	DUPPA	1660	74.0	GOD
6639	29261	god	DUPPA_074	DUPPA_074.179_179	taken with a numness on that side , so that since he hath bin at the Bath and advised to an issue to prevent a palsy . For the publick sores I hope some remedy hath bin lately taken , though as in other diseases a little bleeding at first prevents more than a great deale after . Pernicious flies and waspes have bin executed but the scorpions yet remaine , and some say are likely to do so .	God	direct all for the best . 	BODY	PRAYER	EPIDEMICS	GOD	WRITER AND OH	DUPPA_074	E3	1660.0	AUTOGRAPH	FRIEND	JUSTINIAN_ISHAM	MALE	FRIEND	1611	49	BRIAN_DUPPA	MALE	FRIEND	1589	71	DUPPA	1660	76.0	GOD
6672	29294	god	EDMONDE_005	EDMONDE_005.346_346	learne answeare is made to Monsr de Mayne that the King attending daylie newes from Rome from Monsr de Neuers to thende the better to resolue therein , doth forbeare as yett to make declaration of his pleasure in that behalfe . A second thing Monsr Bellieure enfourmeth , that Monsr de la Chastre Rhosne , and others make offer to treate p~ticulerlie wth the Kinge , to the wch I find it is meante to understand . I praie	God	there grow better fruite thereof then of manie other the like former . The weakenes wch those of that side doe obserue of the Kinges meanes , doth out of feare retayne that disposition in manie of them : And as therefore nothing can be of so p~sente greate importance to his fortune as to shewe to be nowe well fortified , so in case of that want of relief and countenance , the generall lamentation of the best	BODY	PRAYER	POLITICS	OH DIRECT	WRITER AND OH	EDMONDE_005	E2	1593.0	COPY	OTHER	THOMAS_EDMONDES	MALE	_	1564?	29?	WILLIAM_CECIL	MALE	_	1520	73	EDMONDE	1590	5.0	GOD
6710	29333	god	ELYOT_003	ELYOT_003.102_102	you . Assuring you that heering of the honorable and saulf returne of the kinges highness I am more joyfull than for any thing that ever hapned unto me : As contrary wise whan I first herd that his grace intendid to passe the sees , feare of the greate aventure of his moste Royall person so attachid my harte , that sens unto this daye it hath bireft me the more parte of my slepe , which I pray	godd	may be redubbed with theise comfortable tidinges of his <P_8> graces saulfe retorne . And that I speake withoute flatery allmyghti godd is my Juge unto whome I have more often and more hartily prayid for the kinges goode speede than ever I didd for my self in any necessitie . Moreover sir I doo not rejoyce a litle that in well using your excellent witt ye dayly augment the kinges goode opinion and favor toward you , to	BODY	PRAYER	POLITICS	GOD	OH	ELYOT_003	E1	1532.0	AUTOGRAPH	OTHER	THOMAS_ELYOT	MALE	_	1490?	42?	THOMAS_CROMWELL	MALE	_	1485?	47?	ELYOT	1530	3.0	GOD
6711	21796	god	BARRING_118	BARRING_118.940_940	strength to weakenes . I beseech you for Christ sake remember me by nam in your ernest prayeres , that God would be please to fit me for the day of tryall and that I may not faint in the day of my affliccion . Oh my sines are great , both-1 towardes heaven and earth , and are like to prevaile if God 's mercyes doth not take place . I had never more ned of the prarres of	God	's saintes then now ; I beseech you pray for me that God would forgive mine offences don to you . I feare I have ben to trublesom and overbould with your ladyship with my scribled lins , but , hoping that you will be pleased to accept of them as from one who desires to do better , my pore prayere shall be to the allmighty to continu you still amongst his saintes and children . I remaine	BODY	RESIGNATION	RELIGION	0	0	BARRING_118	E2	1630.0	AUTOGRAPH	FAMILY_OTHER	JANE_HOOK[N.WHALLEY]	FEMALE	NIECE	_	_	JOAN_BARRINGTON	FEMALE	AUNT	1558?	72?	BARRING	1630	118.0	GOD
6724	29347	god	ELYOT_004	ELYOT_004.352_352	here the infelicitie that I complayne me of . I pray you than take some pacience to here some parte of my grief . Soone after the decese of my poure father , the lande that I now have in R Cambrige Shyre fell unto me not moche lokid for . But to tempre that sodayne Joye I was furthwith assaultid with trouble by theim which made title withoute right or goode consyderation . And allthowgh my Lorde Cardinall whome	godd	pardone , knowing my title to be perfect and suer , as having it enrollid bifore him and at the first beginning hiering him self the mutuall covenauntes bytwene my fader and my Cosen sir $william fynderne whoes fader was my mothers unkle : by his goode Justice gave me goode comfort , yet than havyng agayne me many grete personages by the meanes of Master Porte the Justice whoes dowghter myn adversaries sone hadd maried . I was	BODY	PRAYER	SOCIAL	GOD	OH	ELYOT_004	E1	1532.0	AUTOGRAPH	OTHER	THOMAS_ELYOT	MALE	_	1490?	42?	THOMAS_CROMWELL	MALE	_	1485?	47?	ELYOT	1530	4.0	GOD
6733	29356	lord	ELYOT_005	ELYOT_005.62_62	A Monsieur sir Jehan Haket Ambassador de Le Roy . Master Hakett I hartily commend me unto you and thanke you for your gentill lettre that ye sent to me by Master Raynsford . I wold that I hadd some comfortable newes to send you oute of theise partes . But the world is all other wise . I beseche oure <P_17>	lord	amend it . We have hanging over us a grete kloude which is likely to be a grete storme whan it fallith . The kinges highness thankid be godd is in goode helth . I beseche godd contynue it and send his comfort of spirite unto him , and that truthe may be freely and thankfully herd . for my part I am finally determyned to lyve and dye therin $. neither myn importable expences unrecompencid shall so moche	BODY	PRAYER	EPIDEMICS	OH INDIRECT	WRITER AND OH	ELYOT_005	E1	1533.0	AUTOGRAPH	OTHER	THOMAS_ELYOT	MALE	_	1490?	43?	JOHN_HACKETT	MALE	_	_	_	ELYOT	1530	5.0	LORD
6767	29390	god	ELYOT_011	ELYOT_011.168_168	servyce that a poure man may ow and beare to his goode lorde and approved frende : which allthowgh hability lakking in me I can not expresse by any benefyte your wisedom notwithstanding ( which I have allway honoured and trustid ) will I doubt not accept my goode intent , being I thank godd ever syncere and withoute flatery or ill dissimulacion , I wisshing unto your lordship the honorable desyres of your hart with the contynuall favor of	godd	and of your Prynce . My lorde for as moche as I suppose that the kinges moste gentill communicacion with me and allso with his moste comfortable report unto the lordes of me , procedid of your afore remembrid recommendacions , I am animate to importune your goode lordship with moste harty desyres to contynue my goode lorde in augmenting the kinges goode estimacion of me , whereof I promyse you bifore godd your lordship shall never have cause	BODY	PRAYER	SOCIAL	GOD	ADDRESSEE	ELYOT_011	E1	1536.0	AUTOGRAPH	OTHER	THOMAS_ELYOT	MALE	_	1490?	46?	THOMAS_CROMWELL	MALE	_	1485?	51?	ELYOT	1530	11.0	GOD
6774	29397	god	ELYOT_011	ELYOT_011.268_268	with me and allso with his moste comfortable report unto the lordes of me , procedid of your afore remembrid recommendacions , I am animate to importune your goode lordship with moste harty desyres to contynue my goode lorde in augmenting the kinges goode estimacion of me , whereof I promyse you bifore godd your lordship shall never have cause to repent . And where I perceyve that ye suspect that I savor not truely holy Scriptur , I wold	godd	that the king and you mowght see the moste secrete thowghtes of my hart . Surely ye shold than perceyve that the ordre of Charity savyd , I have in as moche detestacion <P_31> as any man lyving all vayne supersticions , superfluouse Ceremonyes , sklaunderouse jonglynges , Countrefaite Mirakles , arrogant usurpacions of men callid Spirituall and masking Religions and all other abusions of Christes holy doctrine and lawes . And as moche I injoy at the kinges	BODY	PRAYER	POLITICS	ADDRESSEE AND OH	WRITER	ELYOT_011	E1	1536.0	AUTOGRAPH	OTHER	THOMAS_ELYOT	MALE	_	1490?	46?	THOMAS_CROMWELL	MALE	_	1485?	51?	ELYOT	1530	11.0	GOD
6945	21797	saint	BARRING_118	BARRING_118.942_942	weakenes . I beseech you for Christ sake remember me by nam in your ernest prayeres , that God would be please to fit me for the day of tryall and that I may not faint in the day of my affliccion . Oh my sines are great , both-1 towardes heaven and earth , and are like to prevaile if God 's mercyes doth not take place . I had never more ned of the prarres of God 's	saintes	then now ; I beseech you pray for me that God would forgive mine offences don to you . I feare I have ben to trublesom and overbould with your ladyship with my scribled lins , but , hoping that you will be pleased to accept of them as from one who desires to do better , my pore prayere shall be to the allmighty to continu you still amongst his saintes and children . I remaine Your pore	BODY	RESIGNATION	DISEASE	0	0	BARRING_118	E2	1630.0	AUTOGRAPH	FAMILY_OTHER	JANE_HOOK[N.WHALLEY]	FEMALE	NIECE	_	_	JOAN_BARRINGTON	FEMALE	AUNT	1558?	72?	BARRING	1630	118.0	SAINT
6951	29574	god	FERRAR_001	FERRAR_001.310_310	god bee mercifull to mee and bring mee safe home again I will all the days of my life serve him in praysing his holy name and exhorting others yea in his tabernacle and in his holy sanctuary will I serve him and shall account the lowest place in his house better and more honourable then the greatest crowns in the world but I know that my sinns <P_234> have deserved all the his plauges but I most humbly beeseech	god	to pardo~ them for Iesu Christ sake and by his only meritts and precious death I know my sinns are forgiven mee yea it may bee god will take mee away in the beginning of my days it may bee in {TEXT:this} this very iourny . I hope hee that hath begunn this mind in mee will continue it in mee and make mee to walke soe as I may always be ready for him when hee shall {TEXT:com~}	BODY	PRAYER	RELIGION	GOD	WRITER	FERRAR_001	E2	1613.0	AUTOGRAPH	FAMILY_NUCLEAR	NICHOLAS_FERRAR	MALE	SON	1593	20	NICHOLAS_&_MARY_FERRAR	MALE/FEMALE	PARENTS	1545/1550	68_CODE	FERRAR	1610	1.0	GOD
6960	21980	god	BARRING_127	BARRING.1692_1692	and doe thinke I $shall $be {TEXT:shalbe} advised to enter into a course of phisick , having this day sent unto my doctors . But I hope my absence was noe impediment unto there meeting , there being so many good friendes so well able to determine of such a matter , and I should bee gladd to heare that all things were well setled unto my brother and sister 's mutuell comfort . Madam , I being now by	God	's hand sequestred from busines of the world , I desire to imploy my selfe so that I may be the better prepared for another world , and if it please God instead of the use of my leggs to doe him service heere on earth , to give mee the wings of true devotion to raise up my meditations unto a better life , I shall account my self abundantly recompensed . And if wee would rightly consider	BODY	RESIGNATION	DISEASE	0	0	BARRING	E2	1631.0	AUTOGRAPH	FAMILY_OTHER_CODE_METADATA	JANE_HOOK[N.WHALLEY]	FEMALE	NIECE	_	_	JOAN_BARRINGTON	FEMALE	AUNT	1558?	73?	BARRING	1630		GOD
6961	22997	lord	BARRING_167	BARRING.1398_1398	your thoughts about the worlde , and inlarging both hart and time in higher meditations . Truly I thanke God I have somwhat fixed my minde ( since my being in the south ) about providing for chaunge and I blesse God I finde some more comfort therin , and hope of more assurance comming , then ever I had . Which I tell you for your incouragement , that if you sett to it still in good earnest the	lorde	will come with it ere you be aware . And I confesse to you , I see straite is the way , and I feare many professors will come short ; I beseech you therfore , sett upon this matter with a fresh assault . Adde <P_226> to the rules which I have sometime given you this , to labour throughly to understande the covenant of grace , both-2 on God 's part and ours , that then in	BODY	RESIGNATION	RELIGION	0	0	BARRING	E2	1631.0	AUTOGRAPH	FAMILY_OTHER_CODE_METADATA	JANE_HOOK[N.WHALLEY]	FEMALE	NIECE	_	_	JOAN_BARRINGTON	FEMALE	AUNT	1558?	73?	BARRING	1630		LORD
6962	29648	god	FERRAR_013	FERRAR_013.465_465	souldiers though they were offered quarter refused to ouerliue soe much misery as they saw before there eys . And the <P_263> Bishopp flying wounded desyred his seruant to kill him - But is taken prisoner - The destruction is horrible and soe fearefull that none like it since that of Iherusalem as the Corrant saith God make it a warning . and in there misery lett us know our owne happiness and w=th= Compassion of there Afflictions ioyfully prayse	god	for his inestimable mercys to us whoe surely deserue to mans appearance much more his wrath then those people did - And soe beseeching y=r= blessing and prayers I committ y=u= to gods most mercifull protection Your most bounden and obedient son - N. F . x Iuly If you have any cloth whited send it upp next weeke And lett mee know whither Grey com~ any more - 	BODY	RESIGNATION	0	0	0	FERRAR_013	E2	1631.0	AUTOGRAPH	FAMILY_NUCLEAR	NICHOLAS_FERRAR	MALE	SON	1593	38	MARY_FERRAR	FEMALE	MOTHER	1550	81	FERRAR	1630	13.0	GOD
6963	32648	god	HOLLES_129	HOLLES_129.216_216	and I should lapp them up with her ashes , the world will acknowledge them her dew , for never husband lost a more deserving wife , nor father a daughter : and had yow ( ledd with suche acknowledged respects ) voutsafed to have hearkned to her mother and me , yow might peradventure have had her still , howsoever , your best beeing done for place and meanes for her help , yow had been excused , though	God	notwithstanding , had disposed of her as he did , by the assistance of a long bad iourney which ( with an enfeeblished boddy and a trubbled mynd ) cast her into a place destitute of all remedy . But yow ( as it is sayd ) so presently putting on a new love , that within less then a month yow had bespoken her a successor , how should I and the world expound your former doings concerning	BODY	RESIGNATION	DEATH	0	0	HOLLES_129	E2	1633.0	COPY	FAMILY_OTHER	JOHN_HOLLES_SR	MALE	FATHER_IN_LAW	1565?	68?	THOMAS_WENTWORTH	MALE	SON_IN_LAW	1593	40	HOLLES	1630	129.0	GOD
6981	29604	lord	FERRAR_004	FERRAR_004.237_237	For so greate and vnvalvable A Treasvre : All that I am able w=ch= is ever to acknowledg and confesse how mvch I am Ingaged vnto yov In dvty and love w=ch= moste willing I For ever will performe - My vnfained thankes will I offer Vnto that Good God w=ch= hath Bestowed so greate a benifitte vpon mee as to make mee happie by inioying So Deare and trvly loving Vnckle - My Prayers shall Never sease vnto y=e=	Lorde	for yovr comfortes and vnspeakeable consolations of yovr Sovll . <P_247> And that all yovr desires and indeavovrs may have a comfortable {ED:?Issve} , yovr Selfe A shorte and Safe Retvrne vnto vs : Deare Vnckle my sister desires theire hvmble Dvties with my owne may bee Remembred vnto yov - Thvs fearing to trovble any fvrther I hvmbly take my Leave Craving yovr Blessing and Prayers Ever Resting Yovr obleigent and Dvtyfvll Neece to command Anna Collett Gidding	BODY	PRAYER	SOCIAL	GOD	ADDRESSEE	FERRAR_004	E2	1626.0	AUTOGRAPH	FAMILY_OTHER	ANNA_COLLETT	FEMALE	NIECE	1603?	23?	NICHOLAS_FERRAR	MALE	UNCLE	1593	33	FERRAR	1620	5.0	LORD
6982	29605	god	FERRAR_005	FERRAR_005.159_159	day or to Morrow they looked for him home he acquanted M=r= Cromells Sisters w=th= the buissines but they would not receiu the Labell but rayled exceedingly at him but he tould them what the buissines was and in there Sight pinned the Labell one the Dore and then went and tould M=r= Cromells vnder Baly of the buissines and he said he would take order that his M=r= <P_248> Cromell should haue notise of it ; so I pray	god	Send a good end vnto it ; for M=r= Key I Can say noe more then I did he is at London Yours Iohn Ferrar this 21=st=. November 1626 If we plant the Orchard this yeare it will take vp Trees will Cost 6=ll= or there aboute 6=ll= And if we Store the ponds w=th= Some fish that will Cost 2=ll= There is due to the Glasier one his bill a boute 4=ll= And there $will $be {TEXT:wilbe} due	BODY	PRAYER	POLITICS	OH DIRECT	OH	FERRAR_005	E2	1626.0	AUTOGRAPH	FAMILY_NUCLEAR	JOHN_FERRAR_SR	MALE	BROTHER	1590	36	NICHOLAS_FERRAR	MALE	BROTHER	1593	33	FERRAR	1620	6.0	GOD
